Date,Winning Numbers,Winning Numbers
"Mon, Sep 12, 1994",['\n\n18\n19\n20\n24\n30\n32\n33\n36\n39\n44\n48\n53\n57\n60\n66\n68\n70\n71\n73\n78\n\n'],   18 19 20 24 30 32 33 36 39 44 48 53 57 60 66 68 70 71 73 78   
"Sun, Sep 11, 1994",['\n\n05\n06\n10\n13\n23\n24\n25\n27\n28\n34\n36\n37\n41\n42\n47\n51\n59\n69\n70\n80\n\n'],   05 06 10 13 23 24 25 27 28 34 36 37 41 42 47 51 59 69 70 80   
"Sat, Sep 10, 1994",['\n\n02\n04\n07\n16\n17\n19\n20\n23\n24\n26\n36\n49\n50\n51\n53\n54\n61\n62\n72\n75\n\n'],   02 04 07 16 17 19 20 23 24 26 36 49 50 51 53 54 61 62 72 75   
"Fri, Sep 09, 1994",['\n\n05\n09\n26\n27\n28\n29\n32\n35\n42\n53\n57\n59\n60\n62\n63\n64\n67\n68\n72\n77\n\n'],   05 09 26 27 28 29 32 35 42 53 57 59 60 62 63 64 67 68 72 77   
"Thu, Sep 08, 1994",['\n\n01\n02\n03\n05\n08\n10\n15\n17\n21\n45\n55\n62\n64\n67\n68\n72\n73\n74\n75\n79\n\n'],   01 02 03 05 08 10 15 17 21 45 55 62 64 67 68 72 73 74 75 79   
"Wed, Sep 07, 1994",['\n\n01\n05\n07\n08\n12\n19\n22\n29\n30\n43\n50\n51\n58\n60\n62\n63\n68\n69\n73\n77\n\n'],   01 05 07 08 12 19 22 29 30 43 50 51 58 60 62 63 68 69 73 77   
"Tue, Sep 06, 1994",['\n\n05\n07\n10\n11\n12\n15\n16\n20\n22\n25\n42\n44\n47\n48\n57\n59\n74\n77\n79\n80\n\n'],   05 07 10 11 12 15 16 20 22 25 42 44 47 48 57 59 74 77 79 80   
"Mon, Sep 05, 1994",['\n\n04\n14\n20\n23\n24\n27\n29\n31\n32\n40\n44\n46\n50\n58\n59\n60\n67\n71\n74\n80\n\n'],   04 14 20 23 24 27 29 31 32 40 44 46 50 58 59 60 67 71 74 80   
"Sun, Sep 04, 1994",['\n\n04\n05\n11\n12\n17\n27\n28\n33\n36\n38\n43\n44\n46\n49\n60\n61\n65\n71\n76\n79\n\n'],   04 05 11 12 17 27 28 33 36 38 43 44 46 49 60 61 65 71 76 79   
"Sat, Sep 03, 1994",['\n\n05\n11\n20\n23\n24\n27\n35\n39\n40\n43\n49\n50\n51\n54\n59\n60\n65\n72\n73\n77\n\n'],   05 11 20 23 24 27 35 39 40 43 49 50 51 54 59 60 65 72 73 77   
"Fri, Sep 02, 1994",['\n\n05\n08\n15\n16\n22\n25\n29\n30\n33\n35\n37\n42\n47\n50\n54\n56\n64\n69\n75\n80\n\n'],   05 08 15 16 22 25 29 30 33 35 37 42 47 50 54 56 64 69 75 80   
"Thu, Sep 01, 1994",['\n\n05\n08\n11\n12\n24\n29\n31\n33\n35\n46\n48\n50\n51\n54\n57\n67\n73\n76\n79\n80\n\n'],   05 08 11 12 24 29 31 33 35 46 48 50 51 54 57 67 73 76 79 80   
"Wed, Aug 31, 1994",['\n\n01\n05\n07\n10\n13\n14\n16\n17\n18\n35\n37\n39\n47\n52\n61\n62\n63\n65\n67\n68\n\n'],   01 05 07 10 13 14 16 17 18 35 37 39 47 52 61 62 63 65 67 68   
"Tue, Aug 30, 1994",['\n\n06\n08\n09\n11\n14\n16\n17\n24\n25\n27\n29\n31\n33\n41\n45\n49\n51\n62\n64\n68\n\n'],   06 08 09 11 14 16 17 24 25 27 29 31 33 41 45 49 51 62 64 68   
"Mon, Aug 29, 1994",['\n\n02\n05\n09\n10\n12\n15\n23\n24\n26\n34\n36\n38\n42\n43\n45\n49\n62\n72\n73\n76\n\n'],   02 05 09 10 12 15 23 24 26 34 36 38 42 43 45 49 62 72 73 76   
"Sun, Aug 28, 1994",['\n\n05\n08\n09\n12\n17\n19\n21\n24\n31\n33\n34\n38\n39\n45\n49\n51\n55\n61\n71\n74\n\n'],   05 08 09 12 17 19 21 24 31 33 34 38 39 45 49 51 55 61 71 74   
"Sat, Aug 27, 1994",['\n\n07\n11\n14\n17\n18\n19\n24\n27\n29\n37\n40\n42\n43\n59\n62\n65\n67\n70\n75\n77\n\n'],   07 11 14 17 18 19 24 27 29 37 40 42 43 59 62 65 67 70 75 77   
"Fri, Aug 26, 1994",['\n\n02\n05\n10\n13\n17\n21\n22\n27\n28\n32\n35\n45\n56\n57\n58\n60\n69\n71\n73\n75\n\n'],   02 05 10 13 17 21 22 27 28 32 35 45 56 57 58 60 69 71 73 75   
"Thu, Aug 25, 1994",['\n\n01\n17\n18\n19\n23\n24\n25\n27\n29\n31\n32\n34\n36\n37\n44\n45\n60\n68\n74\n77\n\n'],   01 17 18 19 23 24 25 27 29 31 32 34 36 37 44 45 60 68 74 77   
"Wed, Aug 24, 1994",['\n\n01\n03\n05\n13\n23\n24\n30\n31\n34\n38\n40\n42\n49\n53\n63\n68\n70\n72\n75\n79\n\n'],   01 03 05 13 23 24 30 31 34 38 40 42 49 53 63 68 70 72 75 79   
"Tue, Aug 23, 1994",['\n\n01\n03\n06\n07\n09\n11\n17\n22\n24\n36\n38\n39\n40\n41\n42\n44\n52\n53\n57\n72\n\n'],   01 03 06 07 09 11 17 22 24 36 38 39 40 41 42 44 52 53 57 72   
"Mon, Aug 22, 1994",['\n\n02\n03\n12\n13\n15\n16\n21\n25\n27\n41\n42\n47\n49\n50\n53\n58\n62\n70\n74\n77\n\n'],   02 03 12 13 15 16 21 25 27 41 42 47 49 50 53 58 62 70 74 77   
"Sun, Aug 21, 1994",['\n\n01\n02\n08\n21\n37\n40\n42\n43\n46\n47\n48\n49\n53\n57\n59\n66\n68\n70\n72\n75\n\n'],   01 02 08 21 37 40 42 43 46 47 48 49 53 57 59 66 68 70 72 75   
"Sat, Aug 20, 1994",['\n\n01\n03\n04\n10\n12\n18\n26\n27\n29\n31\n32\n40\n44\n48\n53\n54\n69\n70\n71\n76\n\n'],   01 03 04 10 12 18 26 27 29 31 32 40 44 48 53 54 69 70 71 76   
"Fri, Aug 19, 1994",['\n\n01\n03\n04\n14\n16\n23\n25\n31\n32\n37\n42\n45\n48\n49\n58\n61\n63\n66\n69\n70\n\n'],   01 03 04 14 16 23 25 31 32 37 42 45 48 49 58 61 63 66 69 70   
"Thu, Aug 18, 1994",['\n\n05\n08\n17\n21\n24\n25\n28\n33\n34\n37\n52\n55\n56\n64\n65\n66\n68\n70\n71\n77\n\n'],   05 08 17 21 24 25 28 33 34 37 52 55 56 64 65 66 68 70 71 77   
"Wed, Aug 17, 1994",['\n\n03\n12\n13\n15\n17\n21\n24\n28\n29\n35\n50\n53\n56\n59\n60\n61\n64\n72\n74\n75\n\n'],   03 12 13 15 17 21 24 28 29 35 50 53 56 59 60 61 64 72 74 75   
"Tue, Aug 16, 1994",['\n\n02\n04\n05\n10\n13\n21\n24\n25\n26\n29\n30\n38\n42\n44\n53\n54\n69\n76\n78\n79\n\n'],   02 04 05 10 13 21 24 25 26 29 30 38 42 44 53 54 69 76 78 79   
"Mon, Aug 15, 1994",['\n\n05\n06\n14\n19\n20\n21\n23\n32\n33\n44\n48\n49\n51\n53\n65\n67\n75\n77\n78\n80\n\n'],   05 06 14 19 20 21 23 32 33 44 48 49 51 53 65 67 75 77 78 80   
"Sun, Aug 14, 1994",['\n\n02\n09\n10\n23\n30\n32\n36\n44\n48\n50\n57\n58\n59\n61\n68\n69\n72\n73\n76\n80\n\n'],   02 09 10 23 30 32 36 44 48 50 57 58 59 61 68 69 72 73 76 80   
"Sat, Aug 13, 1994",['\n\n03\n09\n16\n17\n24\n29\n32\n35\n37\n39\n40\n42\n49\n55\n57\n65\n68\n73\n75\n79\n\n'],   03 09 16 17 24 29 32 35 37 39 40 42 49 55 57 65 68 73 75 79   
"Fri, Aug 12, 1994",['\n\n01\n02\n07\n10\n14\n18\n23\n28\n33\n34\n36\n37\n38\n44\n55\n60\n62\n67\n68\n72\n\n'],   01 02 07 10 14 18 23 28 33 34 36 37 38 44 55 60 62 67 68 72   
"Thu, Aug 11, 1994",['\n\n07\n12\n13\n16\n21\n27\n29\n32\n33\n42\n45\n52\n53\n54\n57\n60\n61\n69\n71\n79\n\n'],   07 12 13 16 21 27 29 32 33 42 45 52 53 54 57 60 61 69 71 79   
"Wed, Aug 10, 1994",['\n\n02\n03\n05\n06\n15\n22\n27\n29\n37\n38\n42\n45\n46\n50\n54\n56\n71\n75\n76\n80\n\n'],   02 03 05 06 15 22 27 29 37 38 42 45 46 50 54 56 71 75 76 80   
"Tue, Aug 09, 1994",['\n\n08\n15\n17\n20\n21\n23\n28\n33\n34\n37\n38\n42\n46\n47\n49\n54\n55\n56\n62\n78\n\n'],   08 15 17 20 21 23 28 33 34 37 38 42 46 47 49 54 55 56 62 78   
"Mon, Aug 08, 1994",['\n\n01\n02\n18\n19\n20\n21\n26\n28\n30\n39\n42\n43\n44\n56\n59\n61\n63\n73\n77\n78\n\n'],   01 02 18 19 20 21 26 28 30 39 42 43 44 56 59 61 63 73 77 78   
"Sun, Aug 07, 1994",['\n\n06\n09\n18\n19\n23\n24\n29\n36\n39\n44\n55\n56\n57\n58\n63\n70\n74\n76\n78\n80\n\n'],   06 09 18 19 23 24 29 36 39 44 55 56 57 58 63 70 74 76 78 80   
"Sat, Aug 06, 1994",['\n\n07\n11\n13\n16\n23\n25\n32\n35\n41\n49\n54\n63\n64\n67\n68\n72\n73\n74\n75\n77\n\n'],   07 11 13 16 23 25 32 35 41 49 54 63 64 67 68 72 73 74 75 77   
"Fri, Aug 05, 1994",['\n\n01\n05\n08\n10\n11\n12\n16\n19\n20\n21\n23\n36\n39\n43\n44\n46\n47\n50\n53\n57\n\n'],   01 05 08 10 11 12 16 19 20 21 23 36 39 43 44 46 47 50 53 57   
"Thu, Aug 04, 1994",['\n\n05\n13\n23\n24\n28\n29\n30\n31\n35\n38\n41\n43\n47\n54\n56\n67\n68\n71\n74\n79\n\n'],   05 13 23 24 28 29 30 31 35 38 41 43 47 54 56 67 68 71 74 79   
"Wed, Aug 03, 1994",['\n\n07\n17\n22\n26\n28\n30\n34\n39\n41\n45\n47\n49\n56\n61\n65\n69\n73\n77\n79\n80\n\n'],   07 17 22 26 28 30 34 39 41 45 47 49 56 61 65 69 73 77 79 80   
"Tue, Aug 02, 1994",['\n\n03\n09\n12\n13\n14\n15\n16\n19\n20\n26\n35\n38\n45\n47\n54\n57\n64\n71\n74\n76\n\n'],   03 09 12 13 14 15 16 19 20 26 35 38 45 47 54 57 64 71 74 76   
"Mon, Aug 01, 1994",['\n\n02\n03\n04\n11\n19\n24\n25\n29\n30\n32\n34\n36\n38\n43\n48\n49\n53\n54\n58\n73\n\n'],   02 03 04 11 19 24 25 29 30 32 34 36 38 43 48 49 53 54 58 73   
"Sun, Jul 31, 1994",['\n\n05\n10\n11\n17\n36\n39\n40\n41\n42\n47\n48\n51\n54\n58\n70\n71\n74\n78\n79\n80\n\n'],   05 10 11 17 36 39 40 41 42 47 48 51 54 58 70 71 74 78 79 80   
"Sat, Jul 30, 1994",['\n\n01\n02\n08\n20\n22\n26\n27\n28\n32\n42\n43\n44\n45\n46\n50\n55\n58\n62\n65\n73\n\n'],   01 02 08 20 22 26 27 28 32 42 43 44 45 46 50 55 58 62 65 73   
"Fri, Jul 29, 1994",['\n\n02\n05\n09\n23\n29\n36\n42\n43\n44\n45\n46\n48\n54\n57\n63\n65\n66\n68\n70\n72\n\n'],   02 05 09 23 29 36 42 43 44 45 46 48 54 57 63 65 66 68 70 72   
"Thu, Jul 28, 1994",['\n\n07\n08\n14\n17\n21\n22\n24\n25\n26\n27\n31\n34\n41\n44\n45\n56\n57\n58\n75\n79\n\n'],   07 08 14 17 21 22 24 25 26 27 31 34 41 44 45 56 57 58 75 79   
"Wed, Jul 27, 1994",['\n\n03\n04\n06\n09\n11\n13\n23\n24\n25\n34\n38\n42\n50\n52\n54\n56\n57\n68\n70\n71\n\n'],   03 04 06 09 11 13 23 24 25 34 38 42 50 52 54 56 57 68 70 71   
"Tue, Jul 26, 1994",['\n\n08\n09\n14\n15\n16\n18\n22\n25\n29\n30\n38\n45\n52\n56\n63\n65\n66\n68\n70\n72\n\n'],   08 09 14 15 16 18 22 25 29 30 38 45 52 56 63 65 66 68 70 72   
"Mon, Jul 25, 1994",['\n\n04\n05\n08\n10\n13\n14\n17\n22\n26\n30\n33\n38\n45\n48\n49\n50\n57\n67\n70\n72\n\n'],   04 05 08 10 13 14 17 22 26 30 33 38 45 48 49 50 57 67 70 72   
"Sun, Jul 24, 1994",['\n\n01\n12\n13\n17\n24\n28\n33\n39\n40\n41\n42\n46\n47\n52\n54\n61\n65\n66\n68\n75\n\n'],   01 12 13 17 24 28 33 39 40 41 42 46 47 52 54 61 65 66 68 75   
"Sat, Jul 23, 1994",['\n\n04\n08\n13\n14\n18\n22\n27\n30\n32\n46\n47\n53\n59\n60\n62\n64\n69\n71\n75\n78\n\n'],   04 08 13 14 18 22 27 30 32 46 47 53 59 60 62 64 69 71 75 78   
"Fri, Jul 22, 1994",['\n\n01\n04\n12\n13\n17\n18\n21\n30\n32\n34\n47\n53\n55\n62\n66\n68\n69\n77\n78\n79\n\n'],   01 04 12 13 17 18 21 30 32 34 47 53 55 62 66 68 69 77 78 79   
"Thu, Jul 21, 1994",['\n\n02\n07\n11\n16\n21\n22\n23\n33\n36\n42\n48\n49\n52\n53\n54\n67\n71\n77\n79\n80\n\n'],   02 07 11 16 21 22 23 33 36 42 48 49 52 53 54 67 71 77 79 80   
"Wed, Jul 20, 1994",['\n\n02\n03\n04\n07\n12\n16\n19\n24\n27\n29\n32\n34\n43\n49\n52\n53\n56\n71\n76\n78\n\n'],   02 03 04 07 12 16 19 24 27 29 32 34 43 49 52 53 56 71 76 78   
"Tue, Jul 19, 1994",['\n\n11\n16\n31\n33\n34\n35\n38\n41\n49\n51\n52\n58\n66\n68\n69\n70\n73\n74\n75\n77\n\n'],   11 16 31 33 34 35 38 41 49 51 52 58 66 68 69 70 73 74 75 77   
"Mon, Jul 18, 1994",['\n\n06\n14\n24\n27\n33\n34\n36\n41\n44\n48\n49\n51\n54\n60\n64\n72\n73\n76\n77\n79\n\n'],   06 14 24 27 33 34 36 41 44 48 49 51 54 60 64 72 73 76 77 79   
"Sun, Jul 17, 1994",['\n\n04\n09\n15\n16\n18\n22\n27\n29\n30\n31\n32\n33\n39\n43\n48\n54\n59\n67\n68\n77\n\n'],   04 09 15 16 18 22 27 29 30 31 32 33 39 43 48 54 59 67 68 77   
"Sat, Jul 16, 1994",['\n\n02\n07\n15\n25\n29\n31\n34\n35\n38\n47\n48\n49\n54\n55\n57\n59\n62\n63\n66\n75\n\n'],   02 07 15 25 29 31 34 35 38 47 48 49 54 55 57 59 62 63 66 75   
"Fri, Jul 15, 1994",['\n\n09\n14\n17\n34\n38\n39\n41\n43\n44\n47\n49\n53\n54\n55\n56\n58\n65\n66\n75\n76\n\n'],   09 14 17 34 38 39 41 43 44 47 49 53 54 55 56 58 65 66 75 76   
"Thu, Jul 14, 1994",['\n\n03\n10\n12\n16\n18\n25\n26\n30\n36\n39\n40\n42\n45\n47\n50\n62\n72\n75\n79\n80\n\n'],   03 10 12 16 18 25 26 30 36 39 40 42 45 47 50 62 72 75 79 80   
"Wed, Jul 13, 1994",['\n\n03\n09\n12\n13\n17\n18\n19\n27\n35\n45\n55\n56\n58\n59\n60\n63\n70\n77\n78\n80\n\n'],   03 09 12 13 17 18 19 27 35 45 55 56 58 59 60 63 70 77 78 80   
"Tue, Jul 12, 1994",['\n\n05\n14\n17\n20\n21\n23\n34\n37\n47\n52\n53\n54\n63\n68\n69\n70\n72\n74\n78\n80\n\n'],   05 14 17 20 21 23 34 37 47 52 53 54 63 68 69 70 72 74 78 80   
"Mon, Jul 11, 1994",['\n\n06\n10\n14\n15\n21\n22\n23\n34\n38\n40\n44\n46\n48\n51\n54\n65\n70\n71\n76\n80\n\n'],   06 10 14 15 21 22 23 34 38 40 44 46 48 51 54 65 70 71 76 80   
"Sun, Jul 10, 1994",['\n\n03\n05\n13\n25\n27\n34\n36\n37\n40\n42\n47\n48\n59\n61\n66\n67\n72\n75\n78\n79\n\n'],   03 05 13 25 27 34 36 37 40 42 47 48 59 61 66 67 72 75 78 79   
"Sat, Jul 09, 1994",['\n\n04\n06\n09\n20\n25\n27\n28\n31\n35\n40\n41\n45\n51\n55\n63\n67\n70\n71\n79\n80\n\n'],   04 06 09 20 25 27 28 31 35 40 41 45 51 55 63 67 70 71 79 80   
"Fri, Jul 08, 1994",['\n\n05\n11\n13\n19\n20\n22\n25\n28\n35\n42\n43\n45\n54\n55\n58\n60\n61\n65\n66\n73\n\n'],   05 11 13 19 20 22 25 28 35 42 43 45 54 55 58 60 61 65 66 73   
"Thu, Jul 07, 1994",['\n\n01\n08\n13\n15\n20\n22\n24\n26\n27\n28\n30\n42\n55\n57\n61\n65\n67\n69\n70\n79\n\n'],   01 08 13 15 20 22 24 26 27 28 30 42 55 57 61 65 67 69 70 79   
"Wed, Jul 06, 1994",['\n\n05\n07\n09\n10\n12\n13\n17\n23\n32\n35\n40\n45\n46\n48\n50\n54\n60\n62\n64\n70\n\n'],   05 07 09 10 12 13 17 23 32 35 40 45 46 48 50 54 60 62 64 70   
"Tue, Jul 05, 1994",['\n\n03\n08\n12\n13\n14\n18\n22\n29\n31\n34\n45\n46\n48\n51\n58\n59\n63\n65\n74\n78\n\n'],   03 08 12 13 14 18 22 29 31 34 45 46 48 51 58 59 63 65 74 78   
"Mon, Jul 04, 1994",['\n\n06\n09\n18\n19\n20\n26\n28\n32\n34\n36\n37\n50\n52\n56\n59\n61\n67\n68\n69\n70\n\n'],   06 09 18 19 20 26 28 32 34 36 37 50 52 56 59 61 67 68 69 70   
"Sun, Jul 03, 1994",['\n\n03\n06\n11\n15\n17\n18\n19\n22\n31\n39\n45\n51\n56\n58\n59\n61\n68\n70\n71\n79\n\n'],   03 06 11 15 17 18 19 22 31 39 45 51 56 58 59 61 68 70 71 79   
"Sat, Jul 02, 1994",['\n\n01\n02\n06\n13\n15\n18\n24\n26\n29\n33\n35\n36\n40\n43\n49\n51\n66\n73\n78\n80\n\n'],   01 02 06 13 15 18 24 26 29 33 35 36 40 43 49 51 66 73 78 80   
"Fri, Jul 01, 1994",['\n\n01\n04\n06\n08\n20\n24\n26\n29\n35\n36\n40\n43\n47\n48\n52\n53\n54\n64\n73\n74\n\n'],   01 04 06 08 20 24 26 29 35 36 40 43 47 48 52 53 54 64 73 74   
"Thu, Jun 30, 1994",['\n\n03\n04\n15\n26\n27\n28\n30\n31\n34\n42\n43\n46\n49\n55\n58\n60\n64\n67\n68\n70\n\n'],   03 04 15 26 27 28 30 31 34 42 43 46 49 55 58 60 64 67 68 70   
"Wed, Jun 29, 1994",['\n\n03\n05\n06\n10\n13\n19\n22\n25\n36\n39\n43\n45\n52\n53\n59\n65\n70\n71\n75\n76\n\n'],   03 05 06 10 13 19 22 25 36 39 43 45 52 53 59 65 70 71 75 76   
"Tue, Jun 28, 1994",['\n\n02\n06\n10\n12\n19\n23\n24\n29\n31\n32\n35\n36\n43\n44\n45\n51\n64\n65\n70\n72\n\n'],   02 06 10 12 19 23 24 29 31 32 35 36 43 44 45 51 64 65 70 72   
"Mon, Jun 27, 1994",['\n\n01\n05\n10\n19\n32\n35\n37\n39\n40\n46\n49\n54\n56\n57\n59\n68\n69\n72\n78\n80\n\n'],   01 05 10 19 32 35 37 39 40 46 49 54 56 57 59 68 69 72 78 80   
"Sun, Jun 26, 1994",['\n\n01\n03\n08\n10\n15\n16\n17\n30\n37\n38\n41\n56\n64\n65\n69\n73\n74\n77\n78\n79\n\n'],   01 03 08 10 15 16 17 30 37 38 41 56 64 65 69 73 74 77 78 79   
"Sat, Jun 25, 1994",['\n\n01\n09\n10\n12\n22\n28\n35\n36\n38\n40\n41\n43\n45\n47\n49\n51\n64\n71\n73\n75\n\n'],   01 09 10 12 22 28 35 36 38 40 41 43 45 47 49 51 64 71 73 75   
"Fri, Jun 24, 1994",['\n\n03\n09\n14\n21\n22\n25\n34\n48\n50\n56\n57\n58\n61\n66\n69\n70\n74\n77\n78\n79\n\n'],   03 09 14 21 22 25 34 48 50 56 57 58 61 66 69 70 74 77 78 79   
"Thu, Jun 23, 1994",['\n\n02\n03\n10\n12\n20\n27\n28\n41\n47\n50\n51\n54\n58\n60\n65\n66\n69\n70\n72\n79\n\n'],   02 03 10 12 20 27 28 41 47 50 51 54 58 60 65 66 69 70 72 79   
"Wed, Jun 22, 1994",['\n\n14\n17\n19\n20\n22\n24\n32\n33\n34\n37\n39\n41\n45\n51\n52\n55\n57\n58\n61\n75\n\n'],   14 17 19 20 22 24 32 33 34 37 39 41 45 51 52 55 57 58 61 75   
"Tue, Jun 21, 1994",['\n\n03\n06\n12\n14\n15\n16\n17\n18\n19\n25\n26\n31\n55\n58\n65\n68\n73\n76\n78\n79\n\n'],   03 06 12 14 15 16 17 18 19 25 26 31 55 58 65 68 73 76 78 79   
"Mon, Jun 20, 1994",['\n\n05\n09\n11\n14\n20\n21\n24\n25\n30\n31\n38\n40\n42\n43\n49\n54\n71\n73\n74\n75\n\n'],   05 09 11 14 20 21 24 25 30 31 38 40 42 43 49 54 71 73 74 75   
"Sun, Jun 19, 1994",['\n\n07\n12\n14\n18\n21\n22\n23\n28\n31\n47\n51\n53\n56\n61\n69\n72\n75\n76\n77\n79\n\n'],   07 12 14 18 21 22 23 28 31 47 51 53 56 61 69 72 75 76 77 79   
"Sat, Jun 18, 1994",['\n\n03\n05\n12\n17\n21\n24\n28\n30\n34\n35\n45\n48\n51\n60\n62\n64\n67\n71\n77\n78\n\n'],   03 05 12 17 21 24 28 30 34 35 45 48 51 60 62 64 67 71 77 78   
"Fri, Jun 17, 1994",['\n\n02\n03\n09\n16\n17\n22\n23\n27\n36\n38\n41\n46\n48\n55\n58\n66\n71\n73\n74\n77\n\n'],   02 03 09 16 17 22 23 27 36 38 41 46 48 55 58 66 71 73 74 77   
"Thu, Jun 16, 1994",['\n\n02\n03\n04\n08\n09\n13\n14\n21\n30\n32\n35\n39\n41\n44\n46\n59\n62\n64\n68\n77\n\n'],   02 03 04 08 09 13 14 21 30 32 35 39 41 44 46 59 62 64 68 77   
"Wed, Jun 15, 1994",['\n\n05\n07\n09\n12\n16\n17\n30\n36\n42\n43\n45\n46\n47\n49\n66\n69\n70\n72\n78\n80\n\n'],   05 07 09 12 16 17 30 36 42 43 45 46 47 49 66 69 70 72 78 80   
"Tue, Jun 14, 1994",['\n\n03\n14\n15\n16\n24\n28\n33\n36\n43\n46\n54\n55\n57\n63\n66\n67\n69\n74\n77\n80\n\n'],   03 14 15 16 24 28 33 36 43 46 54 55 57 63 66 67 69 74 77 80   
"Mon, Jun 13, 1994",['\n\n03\n04\n06\n15\n27\n29\n36\n45\n51\n52\n55\n58\n62\n66\n67\n68\n71\n74\n76\n78\n\n'],   03 04 06 15 27 29 36 45 51 52 55 58 62 66 67 68 71 74 76 78   
"Sun, Jun 12, 1994",['\n\n01\n07\n10\n13\n19\n25\n27\n29\n32\n33\n36\n41\n43\n45\n56\n65\n69\n71\n76\n80\n\n'],   01 07 10 13 19 25 27 29 32 33 36 41 43 45 56 65 69 71 76 80   
"Sat, Jun 11, 1994",['\n\n05\n09\n20\n23\n25\n26\n32\n36\n37\n41\n43\n47\n53\n56\n64\n67\n69\n73\n74\n80\n\n'],   05 09 20 23 25 26 32 36 37 41 43 47 53 56 64 67 69 73 74 80   
"Fri, Jun 10, 1994",['\n\n02\n05\n08\n11\n14\n15\n16\n18\n24\n26\n32\n37\n39\n48\n58\n59\n63\n64\n75\n76\n\n'],   02 05 08 11 14 15 16 18 24 26 32 37 39 48 58 59 63 64 75 76   
"Thu, Jun 09, 1994",['\n\n02\n03\n10\n13\n17\n24\n26\n31\n38\n40\n41\n42\n55\n56\n61\n66\n68\n69\n78\n80\n\n'],   02 03 10 13 17 24 26 31 38 40 41 42 55 56 61 66 68 69 78 80   
"Wed, Jun 08, 1994",['\n\n02\n04\n06\n10\n17\n22\n32\n38\n39\n45\n51\n53\n54\n57\n58\n65\n66\n71\n73\n79\n\n'],   02 04 06 10 17 22 32 38 39 45 51 53 54 57 58 65 66 71 73 79   
"Tue, Jun 07, 1994",['\n\n04\n07\n12\n16\n17\n22\n23\n26\n30\n43\n50\n52\n56\n58\n61\n67\n72\n75\n77\n78\n\n'],   04 07 12 16 17 22 23 26 30 43 50 52 56 58 61 67 72 75 77 78   
"Mon, Jun 06, 1994",['\n\n04\n05\n07\n10\n15\n23\n25\n30\n36\n46\n48\n49\n50\n55\n59\n62\n64\n68\n69\n73\n\n'],   04 05 07 10 15 23 25 30 36 46 48 49 50 55 59 62 64 68 69 73   
"Sun, Jun 05, 1994",['\n\n04\n13\n14\n19\n23\n24\n34\n36\n40\n47\n51\n53\n54\n56\n58\n59\n62\n73\n74\n79\n\n'],   04 13 14 19 23 24 34 36 40 47 51 53 54 56 58 59 62 73 74 79   
"Sat, Jun 04, 1994",['\n\n02\n03\n04\n10\n12\n14\n17\n29\n31\n36\n45\n46\n52\n53\n58\n59\n60\n62\n64\n74\n\n'],   02 03 04 10 12 14 17 29 31 36 45 46 52 53 58 59 60 62 64 74   
"Fri, Jun 03, 1994",['\n\n08\n09\n11\n16\n21\n24\n25\n28\n34\n49\n50\n55\n56\n58\n61\n69\n70\n74\n76\n80\n\n'],   08 09 11 16 21 24 25 28 34 49 50 55 56 58 61 69 70 74 76 80   
"Thu, Jun 02, 1994",['\n\n02\n08\n10\n17\n18\n20\n26\n28\n32\n33\n37\n39\n40\n44\n50\n51\n64\n69\n74\n77\n\n'],   02 08 10 17 18 20 26 28 32 33 37 39 40 44 50 51 64 69 74 77   
"Wed, Jun 01, 1994",['\n\n03\n07\n08\n11\n12\n19\n20\n27\n41\n42\n44\n45\n46\n47\n48\n51\n55\n58\n74\n75\n\n'],   03 07 08 11 12 19 20 27 41 42 44 45 46 47 48 51 55 58 74 75   
"Tue, May 31, 1994",['\n\n03\n04\n09\n10\n12\n21\n24\n29\n30\n31\n38\n39\n52\n62\n65\n68\n71\n76\n77\n80\n\n'],   03 04 09 10 12 21 24 29 30 31 38 39 52 62 65 68 71 76 77 80   
"Mon, May 30, 1994",['\n\n05\n10\n11\n12\n14\n22\n35\n37\n38\n39\n40\n41\n44\n47\n60\n72\n74\n75\n76\n77\n\n'],   05 10 11 12 14 22 35 37 38 39 40 41 44 47 60 72 74 75 76 77   
"Sun, May 29, 1994",['\n\n03\n05\n06\n09\n16\n17\n20\n21\n35\n44\n47\n51\n58\n61\n62\n66\n69\n70\n74\n78\n\n'],   03 05 06 09 16 17 20 21 35 44 47 51 58 61 62 66 69 70 74 78   
"Sat, May 28, 1994",['\n\n03\n05\n07\n08\n13\n14\n24\n25\n29\n43\n46\n57\n62\n65\n66\n67\n68\n74\n76\n79\n\n'],   03 05 07 08 13 14 24 25 29 43 46 57 62 65 66 67 68 74 76 79   
"Fri, May 27, 1994",['\n\n01\n02\n05\n17\n18\n27\n30\n31\n32\n39\n46\n51\n56\n61\n63\n70\n75\n76\n78\n79\n\n'],   01 02 05 17 18 27 30 31 32 39 46 51 56 61 63 70 75 76 78 79   
"Thu, May 26, 1994",['\n\n01\n02\n12\n20\n24\n30\n31\n40\n41\n42\n46\n48\n52\n55\n63\n69\n70\n71\n77\n78\n\n'],   01 02 12 20 24 30 31 40 41 42 46 48 52 55 63 69 70 71 77 78   
"Wed, May 25, 1994",['\n\n03\n10\n13\n14\n20\n21\n23\n24\n32\n33\n38\n49\n51\n55\n58\n62\n65\n67\n70\n77\n\n'],   03 10 13 14 20 21 23 24 32 33 38 49 51 55 58 62 65 67 70 77   
